Вкус,Название_вкуса,Бренд,Рейтинг,Количество_оценок,Отзывы
Ваниль,"Tom FordТабак, ваниль, лепестки роз",Punk,2.6,2,
Ваниль,Wow GazyavaУдивительная Газява,Izzi Bro,4.2,2,
Ваниль,Creme BruleeКрем-Брюле,Kraken,3,2,
Ваниль,Endless SummerБесконечное лето,Exit,1.5,2,
Ваниль,IpanemaИпанема,Adalya,4.4,2,
Ваниль,Strawberry Ice Cream (with nicotine)Клубничное мороженое (с никотином),Plazma,4.3,2,
Ваниль,Orangger Cream,Zomo,2.9,2,
Ваниль,Ice CreamМороженое,Baccar tobacco,4.4,2,
Ваниль,Lemon CakeЛимонный пирог,Gixom,3.8,2,
Ваниль,Vanilla,Buta,3.8,2,
Ваниль,Ванильное мороженое,D-Gastro,3.8,2,
Ваниль,Pistachio Breeze,Social Smoke,4.6,2,
Ваниль,Vanilla,Tangiers,4,2,
Ваниль,Peachella,Haze,3.6,2,
Ваниль,Vanilla ColaВанильная кола,Sweddishot,4.5,1,
Ваниль,Moon sugarЛунный сахар,Adalya,4.4,1,
Ваниль,California ColaВанильная кола,Aircraft,4,1,
Ваниль,Aussie JuiceАвстралийский нектар,Tangiers,3,1,
Ваниль,Orange vanillaАпельсин Ваниль,Jibiar,5,1,
Ваниль,Кола и ваниль,Rave by HQD,2.5,1,
Ваниль,Ванильная кола,Wave,4.5,1,
Ваниль,Caramel kissКарамельный поцелуй,Fumari,5,1,
Ваниль,Dejavu,Jibiar,5,1,
Ваниль,Pinacolibri BarПинаколибри,Maldiva,2.4,1,
Ваниль,Ваниль,Lezzet,5,1,
Ваниль,Iron BroАйрон Бро,Duft,4,1,
Ваниль,Five O ClockЧай с молоком,Plazma,4.5,1,
Ваниль,Caramel CookiesПеченье-Карамель,Chabacco,1,1,
Ваниль,Cream DreamКрем-сода,Kaif,4.5,1,
Ваниль,SweetСладкий,Anarhist,4.7,1,
Ваниль,Citric CakeЛимонный пирог,High Flex,3.9,1,
Ваниль,Ванильный пломбир с клубникой,Devil Cook (табак),2,1,
Ваниль,French VanillaФранцузская ваниль,Daim,3,1,
Ваниль,Ice VanillaЛедяная ваниль,Gixom,4,1,
Ваниль,Hazelnut Vanilla,Smyrna,3.7,1,
Ваниль,French vanilla,Buta,4,1,
Ваниль,Ваниль,D-Mini,3,1,
Ваниль,Rave Cream SodaКрем-сода,Chillout,2,1,
Ваниль,Black MintЧерная мята,Kismet,4,1,
Ваниль,Black VanillaЧерная ваниль,Kismet,3.5,1,
Ваниль,La MarЛазурное море,Bang Bang,5,1,
Ваниль,Orange Vanilla,Adalya,3.3,1,
Ваниль,Paradise Island,Layalina,5,1,
Ваниль,Сливочная содовая,Original Virginia,1,1,
Ваниль,Strawberry-Vanilla,Adalya,3.3,1,
Ваниль,VELVET,Sapphire Crown,0,0,
Ваниль,Орхидея и ваниль,World Tobacco Original,0,0,
Ваниль,Smoked VanillaКопченная ваниль,World Tobacco Original,0,0,
Ваниль,Ванильное мороженое,CBX,0,0,
Ваниль,Индийский перец,Hypreme,0,0,
Ваниль,Melon MilkМолочная дыня,Serbetli,0,0,
Ваниль,Scandal,Manterra,0,0,
Ваниль,Fresh LemonСвежий лимон,Ziggy,0,0,
Ваниль,M21 Vanilla CookiesВанильное печенье,Milano,0,0,
Ваниль,Creamy MangoСливочный манго,Zapp,0,0,
Ваниль,Creamy MangoСливочное манго,Zapp,0,0,
Ваниль,VanillaВаниль,Manual,0,0,
Ваниль,Ice CreamМороженое,Neon Blend,0,0,
Ваниль,CocoaКакао,Neon Blend,0,0,
Ваниль,VanillaВаниль,Daim,0,0,
Ваниль,Strawberry Ice Cream (nicotine free)Клубничное мороженое (без никотина),Plazma,0,0,
Ваниль,Cream SodaКрем-сода,New Yorker Club,0,0,
Ваниль,Eskimo,New Yorker Club,0,0,
Ваниль,Crema Soda,New Yorker Club,0,0,
Ваниль,VanilaВаниль,Vector,0,0,
Ваниль,Vanilla CookiesВанильное печенье,Morph,0,0,
Ваниль,Long IslandЛонг Айленд,Krass,0,0,
Ваниль,Banana MilkshakeБанановый милкшейк,Al Saha,0,0,
Ваниль,VanillaВаниль,Al Saha,0,0,
Ваниль,CreamКрем,Al Saha,0,0,
Ваниль,Brazil VanillaБразильская ваниль,Al Saha,0,0,
Ваниль,VanillaВаниль,Leyla,0,0,
Ваниль,Ореховый милкшейк,Original Virginia,0,0,
Ваниль,Fraisier CakeФрайзер Кейк,Just Smoke,0,0,
Ваниль,Vanilla Banana,Balli,0,0,
Ваниль,Vanilla,Balli,0,0,
Ваниль,Gee Spot,Starbuzz,0,0,
Ваниль,Dark VanillaВаниль,Starbuzz,0,0,
Ваниль,Banana Cream Pie,Black Lava,0,0,
Ваниль,Pomegranate Bellini,Argelini,0,0,
Ваниль,Banana Vanilla,Argelini,0,0,
Ваниль,Vanilla,Trifecta,0,0,
Ваниль,Vanilla,Starry,0,0,
Ваниль,Vanilla,Smyrna,0,0,
Ваниль,Vanilla,Alchemist Blend,0,0,
Ваниль,Peppermint Mocha,Alchemist Blend,0,0,
Ваниль,Tucano,Nirvana,0,0,
Ваниль,Tauri,Nirvana,0,0,
Ваниль,Kepler,Nirvana,0,0,
Ваниль,Kalypso,Nirvana,0,0,
Ваниль,Draco,Nirvana,0,0,
Ваниль,Callisto,Nirvana,0,0,
Ваниль,Aurora,Nirvana,0,0,
Ваниль,Mint Cinnamon Milk,Nirvana,0,0,
Ваниль,Milk,Nirvana,0,0,
Ваниль,Icy Milk,Nirvana,0,0,
Ваниль,Banana Milk,Nirvana,0,0,
Ваниль,Affinity,Buddha,0,0,
Ваниль,Caramel Vanilla,Somali,0,0,
Ваниль,French Vanilla,Social Smoke,0,0,
Ваниль,Vanilla,Haze,0,0,
Ваниль,Vanilla,Blue Bee,0,0,
Ваниль,Vanilla,Hookafina,0,0,
Ваниль,Vanilla,Serbetli,0,0,
Ваниль,Vanilla,Adalya,0,0,
Ваниль,Vanilla,Layalina,0,0,
Ваниль,Vanilla Latte,Layalina,0,0,
Ваниль,Vanilla,Starbuzz,0,0,
Ваниль,ВанильВаниль,Al-Mawardi,0,0,
Ваниль,VanillaВаниль,Al-Waha,0,0,
Вафли,Бельгийские вафли,Starline,3.8,70,66
Вафли,WafflesВафли,Sebero,3.6,54,51
Вафли,"Уральский чиллБанан, ваниль, корица",DARKSIDE,3.7,42,38
Вафли,Waffle ShuffleВафл Шафл,DARKSIDE,3.9,38,37
Вафли,Конфеты с ананасом,Jam,4.3,36,32
Вафли,Guns'n'wafflesПистолеты и вафли,Satyr,4,34,31
Вафли,Бельгийские вафли,Brusko,3.6,31,30
Вафли,Cream WafflesСливочные вафли,Kraken,4.6,29,29
Вафли,Creamy Lemon WafflesСливочно-лимонные вафли,Chabacco,4.2,25,24
Вафли,WafflesВафли,Sapphire Crown,4,24,23
Вафли,Coco JambooРафаэлло,Satyr,3.8,23,22
Вафли,Вафли,Nаш,3.1,23,22
Вафли,Belgian WaffleБельгийские вафли,Element,3.5,23,21
Вафли,"СвободныйВафли, земляника, дыня",DARKSIDE,3.4,19,18
Вафли,Lemon WaffleВафли с лимоном,Sebero,4.3,19,18
Вафли,Lemon WaffЛимонные вафли,Mattpear,3.9,18,18
Вафли,WafflesВафли,Overdose,4.1,16,16
Вафли,Малиновые вафли,Starline,3,13,13
Вафли,Сливочные вафли,World Tobacco Original,4.3,13,13
Вафли,WaffleВафли,Sebero,4.2,13,12
Вафли,Банановые вафли,Leteam,3.4,14,
Вафли,Caramel GlassКарамельное мороженое,Sebero,3.6,13,
Вафли,Belgium WaffleБельгийские вафли,Peter Ralf,4.2,11,
Вафли,Cream WafflesСливочные вафли,Kraken,4.2,10,
Вафли,Лимонные вафли,Brusko,4.5,11,
Вафли,WafflefallВафлепад,Element,2.7,9,
Вафли,Euphoria mixЭйфория микс,Табак Шпаковского,3.4,9,
Вафли,Стартап с друзьямиМикс с подписчиками,МОЛОДОСТЬ,2.6,8,
Вафли,Песни у костраВенские вафли,МОЛОДОСТЬ,4,8,
Вафли,ВафелькиВафли,Табабка,3.9,8,
Вафли,Банановые вафли,Snobless,4.7,7,
Вафли,Lemon WaffleЛимонные вафли,Duft,2.9,8,
Вафли,Belgian WaffleБельгийские Вафли,Element,2.8,7,
Вафли,Vafli USSRВафли,Palitra,3.9,6,
Вафли,Belgian WaffleБельгийские вафли,Burn,3.4,5,
Вафли,Waflix,Do you,4.3,5,
Вафли,WaffleВафли,World Tobacco Original,4.8,5,
Вафли,Lemon WaffleЛимонные вафли,Sebero,3.1,4,
Вафли,Good WaffleХорошая вафля,LUNA,4.1,4,
Вафли,Бельгийские вафли,Rave by HQD,3.6,3,
Выпечка,BAРомовая баба,Хулиган,4.4,55,50
Выпечка,HARD BAРомовая баба,Хулиган,4.1,29,28
Выпечка,Cake FlipЯгодное пралине,DARKSIDE,3.3,27,27
Выпечка,Orange Brownie (№20)Апельсиновый брауни,Ready,4.7,9,9
Выпечка,Молочное печенье,World Tobacco Original,4.2,3,3
Выпечка,Восточный десерт,World Tobacco Original,4.7,2,2
Выпечка,Курабье,World Tobacco Original,4.7,2,2
Выпечка,Малиновый торт,Manual,4.5,1,1
Выпечка,Blondie,DARKSIDE,0,0,0
Выпечка,Лимонное суфле,Hypreme,0,0,0
Выпечка,Turkish Baklava,Serbetli,0,0,0
Выпечка,American GingerbreadАмериканские пряники,Serbetli,0,0,0
Выпечка,Apple Cinnamon CakeЯблочный пирог с Корицей,Serbetli,0,0,0
Выпечка,Orange PieАпельсиновый Пирог,Adalya,0,0,0
Выпечка,Pineapple PieАнанасовый Пирог,Adalya,0,0,0
Выпечка,Strawberry PieКлубничный Пирог,Adalya,0,0,0
Выпечка,Grape PieВиноградный Пирог,Adalya,0,0,0
Выпечка,Banana CinnamonБанан и Корица,Adalya,0,0,0
Выпечка,Apple PieЯблочный Пирог,Adalya,0,0,0
Выпечка,Cinna-BonДесерт с корицей,Prime,0,0,0
Выпечка,Lemon PieЛимонный пирог,Prime,0,0,
Десерт,Unicorn TreatsКукурузные палочки,MUSTHAVE,3.5,96,91
Десерт,На расслабоне feat. Джиган,Black Burn,3.7,74,69
Десерт,Клубничный мильфей,Starline,3.8,67,59
Десерт,BanБан,Хулиган,4,47,42
Десерт,Pearl PoolЖемчужный бассейн,MUSTHAVE,3.8,45,42
Десерт,MarzipanМарципан,Bonche,4.1,40,39
Десерт,Creme BruleeКрем-брюле,Black Burn,3.5,40,38
Десерт,Hard BanБан,Хулиган,4.4,35,34
Десерт,NapoleonНаполеон,Endorphin,3.3,36,33
Десерт,PuddingВанильный пуддинг,Black Burn,3.4,33,33
Десерт,Chak-chakЧак-чак,Element,4.3,32,31
Десерт,BatumiБатуми,Banger,3.4,32,31
Десерт,Lova LovaМанговый чизкейк,Хулиган,3.6,33,29
Десерт,Birds MilkПтичье молоко,Fake,3.9,31,28
Десерт,CocolocoКоколоко,MUSTHAVE,3.6,30,27
Десерт,It's like that one maple pecanТот самый кленовый пекан,Smoke Angels,4.3,30,27
Десерт,AladdinАладдин,Satyr,3.1,28,27
Десерт,Caramel PuddingКарамельный пуддинг,Duft,4.6,27,25
Десерт,Чурчхела,Догма,4.1,24,24
Десерт,Марципан,Starline,3.8,24,23
Десерт,Raspberry RafaellaМалиновая Рафаэлла,Chabacco,3.8,24,
Десерт,Hard Lova LovaМанговый чизкейк,Хулиган,4.1,22,
Десерт,Pistachio MacaronФисташковый Макарун,Chabacco,3.4,25,
Десерт,Банановое суфле,Сарма,3.4,22,
Десерт,Scarlett QueenКоролева Скарлет,Split,4.4,20,
Десерт,"Азовский шейкДыня, груша, суфле",DARKSIDE,3.5,20,
Десерт,Chak-chakЧак-чак,Element,4.2,19,
Десерт,Cherry MacaroonМакарун с вишней,Banger,2.9,17,
Десерт,CrumbleЧерничный крамбл,Banger,4,17,
Десерт,Черничный мусс,Leteam,3.9,17,
Десерт,Суфле из папайи,Leteam,4,17,
Десерт,D-zertДи-зерт,Duft,3.5,17,
Десерт,Чурчхела,Догма,3.8,18,
Десерт,Yuzu MousseЮдзу мусс,Duft,4.2,16,
Десерт,Фруктовая меренга,Chabacco,2.8,17,
Десерт,Flower GardenЦветочный микс,Spectrum,3,16,
Десерт,Шоколадная конфетаС вишневым ликером,Jent,4.4,13,
Десерт,Меренговый рулет,Starline,4.3,13,
Десерт,Десерт с корицей,Brusko,3.8,15,
Десерт,Russian PancakeРусский блин,Aircraft,2.6,12,
Зефир,Unicorn TreatsКукурузные палочки,MUSTHAVE,3.5,96,91
Зефир,Violet ZephyrФиалковый зефир,Deus,3.6,68,60
Зефир,CacaoКакао и маршмеллоу,MUSTHAVE,3.9,42,38
Зефир,"ТокийскийЧерника, клюква, маршмеллоу",DARKSIDE,3.7,8,8
Зефир,Pink Marshmallow,Hype,4.2,7,6
Зефир,Банановый маршмеллоу,Starline,2.8,4,4
Зефир,Маршмеллоу,Inferno,4,1,1
Зефир,Зефир с орехами,Hypreme,0,0,0
Зефир,Strawberry Marshmallow (№8)Клубничный маршмеллоу,Prime,0,0,0
Ириска,Баттерскотч,Nаш,3.8,34,34
Ириска,КарамельнеСоль,Original Virginia,4.4,7,7
Ириска,Ириска,Nаш,3.5,7,7
Ириска,Vegas Bomb,Social Smoke,0,0,0
Карамель,Карамель цитрус,Nаш,4.1,84,78
Карамель,Candy CowКоровка,MUSTHAVE,3.6,79,77
Карамель,ParadiseРай,MUSTHAVE,3.9,77,74
Карамель,FifiФифи,Хулиган,4.3,73,67
Карамель,CaramelКарамель,Bonche,4.7,50,49
Карамель,Hard FifiФифи,Хулиган,4.4,46,45
Карамель,Дыня с кокосом и карамелью,Brusko,3.6,46,44
Карамель,Kiss-kissКисс-кисс,Satyr,4.2,46,43
Карамель,Арахисовая паста,Nаш,4,46,43
Карамель,Карамельный попкорнКарамельный попкорн,Jam,3.9,44,41
Карамель,Milky MouseСгущеное молоко,Element,4.3,43,39
Карамель,"Easy FreezyКарамель, мята и мороженое",DARKSIDE,3.9,41,38
Карамель,Creme BruleeКрем-брюле,Black Burn,3.5,40,38
Карамель,PvP CornerПопкорн и карамель,DARKSIDE,3,39,37
Карамель,New Year 2025,Bonche,4.3,35,35
Карамель,Баттерскотч,Nаш,3.8,34,34
Карамель,PuddingВанильный пуддинг,Black Burn,3.4,33,33
Карамель,Milk OolongМолочный улун,Chabacco,3.7,36,32
Карамель,It's like that one maple pecanТот самый кленовый пекан,Smoke Angels,4.3,30,27
Карамель,Caramel CookiesПеченье-Карамель,Chabacco,3.5,28,26
Карамель,Peanut LatteАрахисовый латте,Sebero,4,27,
Карамель,Caramel PuddingКарамельный пуддинг,Duft,4.6,27,
Карамель,Roibos creme caramelРойбуш,Sapphire Crown,3.5,26,
Карамель,Нугатий,Starline,3.4,25,
Карамель,Pop CornПопкорн,Trofimoff’s,3.5,24,
Карамель,SnikersСникерс,Sebero,3.9,24,
Карамель,Peanut barАрахисовый батончик,Chabacco,4.1,24,
Карамель,Яблоко-Карамель,Сарма,3.6,23,
Карамель,Кола карамель,Nаш,4.1,22,
Карамель,Moon BlancЖасмин и улун,Jent,3.7,21,
Карамель,Caramel CornКарамельный попкорн,Chabacco,3,18,
Карамель,Candy GrannyЯблоко в карамели,Fake,4,17,
Карамель,Сливочная Карамель,Brusko,3,16,
Карамель,Spicy PeachЖареный персик,Spectrum,2.5,16,
Карамель,"CaramellaКлубника, карамель",JOY.,3.9,16,
Карамель,Spicy PeachЖареный персик,Spectrum,3.6,15,
Карамель,Caramel AmarettoКарамельное амаретто,Chabacco,4.1,14,
Карамель,SyrupiaСирупия,Duft,3.6,14,
Карамель,Red SorbetКрасный сорбет,Chabacco,3.2,13,
Карамель,Caramel GlassКарамельное мороженое,Sebero,3.6,13,
Кекс,BrownieБрауни,Black Burn,3.8,67,59
Кекс,Holland PieГолландский кекс,MUSTHAVE,3.6,60,55
Кекс,BrownieБрауни,Satyr,4,41,36
Кекс,Rum Lady MuffРом-баба,Chabacco,4,29,28
Кекс,BrownieБрауни,Bonche,4.5,26,26
Кекс,Торт медовик,Сарма,2.8,27,25
Кекс,Blueberry MuffinЧерничный маффин,Fumari,3.9,25,25
Кекс,TrdelnikТрдельник,Element,3.9,22,22
Кекс,Orange BiscuitАпельсиновое печенье,Banger,3.7,20,20
Кекс,Baba Au SavarinРомовая баба,Jent,4.5,21,18
Кекс,Rum CakeРомовый кекс,Kraken,4.6,20,18
Кекс,Polish Rum BiscuitПольский ромовый бисквит,Aircraft,3.6,15,14
Кекс,Raspberry DesertМалиновый десерт,Element,3.1,14,14
Кекс,BrownieБрауни,Duft,3.4,14,14
Кекс,Lemon CakeЛимонный кекс,Kraken,4.4,15,13
Кекс,"Кубанский чиллКлубника, маффин, лимон",DARKSIDE,2.4,13,13
Кекс,Berry MuffinЯгодный маффин,Spectrum,2.7,12,10
Кекс,Rum BabeРом-Баба,Mattpear,4.1,11,10
Кекс,Rum CakeРом баба,World Tobacco Original,4.2,8,8
Кекс,Вишнёвый кексВишнёвый кекс,Северный,3.3,7,7
Кекс,BrownieБрауни,Duft,4.4,7,
Кекс,Blueberry MuffinЧерничный маффин,B3 (Be Free),3.6,7,
Кекс,Blueberry MuffinЧерничный кекс,Azure,4.1,7,
Кекс,Брауни,World Tobacco Original,4.8,6,
Кекс,CocyteЛимонный бисквит,World Tobacco Original,4.6,6,
Кекс,Rum TasticСдобная ромовая баба,Hype,3.4,5,
Кекс,Кекс с лимоном,Табабка,3.8,5,
Кекс,Sun CakeАпельсиновый кекс,Mattpear,3.6,5,
Кекс,Cherry MuffinВишневый кекс,Azure,3.7,5,
Кекс,Rum CakeРомовая баба,World Tobacco Original,3.8,5,
Кекс,BrownieБрауни,Duft,3.8,4,
Кекс,Cigar BrownieСигара брауни,Tommy Gun,3.7,4,
Кекс,Lemon MuffinЛимонный кекс,Azure,4.3,4,
Кекс,PierreБрауни,Izzi Bro,4,4,
Кекс,Krusty CrumbleКекс с черникой,Go Fast,4,3,
Кекс,D7 x OshishaБрауни с тархуном,Duft,4.1,3,
Кекс,BiscuitВыпечка,Serbetli,3.7,3,
Кекс,Blueberry MuffinЧерничный кекс,Azure,3.3,3,
Кекс,Rum Lady MuffРом-баба,Chabacco,3.8,3,
Кекс,Cherry MuffinВишневый кекс,Azure,4,3,
Кленовый,Maple PecanПекан в кленовом сиропе,MUSTHAVE,4.1,61,56
Кленовый,It's like that one maple pecanТот самый кленовый пекан,Smoke Angels,4.3,30,27
Кленовый,Maple SyrupКленовый сироп,Duft,3.2,11,10
Кленовый,Laplandia MixЛапландия микс,Табак Шпаковского,3.2,9,8
Кленовый,Nut MilkshakeОреховый милкшейк,Tommy Gun,3.4,5,5
Кленовый,Кленовый сироп,Inferno,2.7,3,3
Кленовый,Raf Coffee + Maple SyrupКленовый раф,Ril,0,0,0
Кленовый,Maple PokerКленовый покер,Kaif,0,0,0
Кленовый,Sunset,Sho-mi,0,0,0
Кленовый,Кленовый сироп,Inferno,0,0,0
Кленовый,Кленовый сироп,Kvist,0,0,0
Кленовый,Кленовый сироп,Kvist,0,0,0
Конфетный,Скитлз,Nаш,3.9,132,123
Конфетный,SkittlesСкитлз,Deus,4.1,104,95
Конфетный,MalibuМалибу,Black Burn,4,88,81
Конфетный,FruittallityФруталити,DARKSIDE,3.8,67,63
Конфетный,SkittlesСкитлз,Black Burn,3.9,42,40
Конфетный,Конфеты с ананасом,Jam,4.3,36,32
Конфетный,Красный скитлз,Северный,4.6,35,31
Конфетный,Birds MilkПтичье молоко,Fake,3.9,31,28
Конфетный,SkittlezКисло-сладкие конфеты,Sapphire Crown,4.1,29,25
Конфетный,Ice BonbonАйс Бонбон,Chabacco,3.5,26,25
Конфетный,MarmeladeМармелад,Deus,2.6,25,23
Конфетный,FruitellaФрутелла,Overdose,3.1,23,22
Конфетный,R-GazmР-газм,Duft,3.7,22,20
Конфетный,Tropic MambaТропические конфеты,Sapphire Crown,3.6,21,18
Конфетный,SkittleСкиттл,Chabacco,3.1,20,18
Конфетный,Green SkittlezЗеленый Скитлз,Element,4.4,18,17
Конфетный,SКИТЛZZСкитлз,Nаш,2.9,18,17
Конфетный,MiwkiМишки,Mattpear,3.3,15,15
Конфетный,Tic-TacТик-так,Manual,4.3,14,14
Конфетный,Фруктелла,Chabacco,3.8,14,13
Конфетный,Acid RainКислотный дождь,Malaysian Mix,4.3,11,
Конфетный,Фруктовые леденцы,Leteam,3.8,11,
Конфетный,Ella FruitСливочная фрутелла,Izzi Bro,4.6,11,
Конфетный,Lemon SliceЛимонная долька,Muassel,3.5,9,
Конфетный,Клубничная конфета,Starline,4.4,8,
Конфетный,Тутти фрутти,Jam,3,8,
Конфетный,Rainbow DropsРадужные конфеты,Hype,4.6,8,
Конфетный,Ginger CandiesИмбирные леденцы,Spectrum,3.7,9,
Конфетный,Self Love MixСэлф Лав микс,Табак Шпаковского,4,7,
Конфетный,SkittlesСкиттлс,Tommy Gun,3.7,6,
Конфетный,Fruit BonbonФруктовые конфеты,Burn,2.9,5,
Конфетный,Jelly BeanЖевательные Конфеты,Malaysian Mix,3.3,5,
Конфетный,Grape BonbonВиноградный леденец,Muassel,4.5,4,
Конфетный,Raspberry mambaМалиновая мамба,Punk,4.7,3,
Конфетный,Berry MarmaladeЯгодный мармелад,Urban Soul,2,3,
Конфетный,Rap Gang BearРэп Гэнг Бэар,Replica (fake by Shpakovsky),3.5,3,
Конфетный,Raffaello MixРафаэлло микс,Табак Шпаковского,3.7,3,
Конфетный,Clan BananaКлан Банана,Peter Ralf,2.3,3,
Конфетный,Lollipops,Do you,4.4,3,
Конфетный,Tutti Frutti,Fumari,2.7,3,
Леденцы,Chupa GraperЧупа-виноград,Black Burn,4,188,174
Леденцы,Cherry RocksЧерри Рокс,DARKSIDE,4.3,126,113
Леденцы,Лемон дропс,Догма,4.7,69,66
Леденцы,Melon HallsДынный холс,Black Burn,4,52,50
Леденцы,Battle AppleЯблоко и леденцы,DARKSIDE,3.1,33,29
Леденцы,Грушевые леденцы,Chabacco,4.4,30,29
Леденцы,Ягодные Леденцы,Brusko,3.9,32,28
Леденцы,Lemon HurricaneЛимонный ураган,Spectrum,2.6,30,28
Леденцы,Apple CandyЯблочные леденцы,Duft,3.5,28,25
Леденцы,Леденцы лимон дыня,Nаш,4.5,27,24
Леденцы,Malibu,Jent,4.1,24,24
Леденцы,Лимонный леденец,Сарма,4,24,22
Леденцы,Skittle Street,DARKSIDE,4,19,19
Леденцы,Лемон дропс,Догма,4.5,19,18
Леденцы,Grenadine DropsГренадин дропс,Chabacco,3.8,18,17
Леденцы,"Lotus BerryЛотос, вишня, земляника",Overdose,3.6,18,16
Леденцы,Swiss BonbonШвейцарский леденец,Adalya,3.4,17,16
Леденцы,PoletПолет,Satyr,3.4,16,15
Леденцы,Red PopsКлубничный чупа-чупс,Mattpear,3.5,15,15
Леденцы,Melon HollsДынный холс,Element,3.6,14,14
Леденцы,Candy Crew,DARKSIDE,3,13,
Леденцы,Барбарис,Северный,4.6,13,
Леденцы,ШипучкаКислый леденец,Rustpunk,4.5,12,
Леденцы,Первый сексЛимонные леденцы,МОЛОДОСТЬ,4.1,12,
Леденцы,Апельсиновое дражеOrange dragee,Chabacco,4.7,11,
Леденцы,Виноградные леденцыGrape drops,Chabacco,4.7,11,
Леденцы,Grape BonbonВиноградный леденец,Muassel,4.2,11,
Леденцы,Фруктовые леденцы,Leteam,3.8,11,
Леденцы,Яблочные конфеты с лимоном,Jam,2.5,11,
Леденцы,Juice LeeДжус-Ли,Duft,4.1,10,
Леденцы,ЧУПА ЧУПСЭнергетик бабл гам,Nаш,3.8,11,
Леденцы,Lemon DropЛимонный леденец,Chabacco,3,10,
Леденцы,Berry ChupsЯгодный чупа-чупс,Element,2.1,9,
Леденцы,Черный холлс,Original Virginia,4.6,8,
Леденцы,Леденцовый,Hook (by Chabacco),3.2,8,
Леденцы,Lemon HurricaneЛимонный ураган,Spectrum,1.5,8,
Леденцы,Ментоловые леденцы,Starline,3.7,8,
Леденцы,LemongrassЛемонграсс,Element,3.3,7,
Леденцы,Jelly BerryДжелли-берри,Mattpear,3.1,7,
Леденцы,LollipopЛолипоп,Element,4.1,6,
Мармелад,Lemon SweetsЛимонные леденцы,Black Burn,4.4,76,70
Мармелад,Мишки Гамми,Догма,3.7,41,39
Мармелад,Арбузный мармелад,Сарма,3.3,33,31
Мармелад,White Gummi BearБелые мармеладные мишки,Fumari,4,38,28
Мармелад,WORMSМармеладные червячки,Satyr,3,30,28
Мармелад,MarmeladeМармелад,Deus,2.6,25,23
Мармелад,"Ладожский вайбКиви, мармелад, земляника",DARKSIDE,2.7,25,23
Мармелад,"MarmeladnoМармелад, земляника, киви",JOY.,3.1,21,19
Мармелад,Red Gummy BearКрасный мармеладные мишки,Fumari,3.8,20,15
Мармелад,Gummy bearsМармеладные мишки,Chabacco,4.1,15,15
Мармелад,Gummy Bear,Sebero,3.9,15,14
Мармелад,Ягодный мармелад,Jam,4,11,10
Мармелад,Red gummy bearКрасные мармеладные мишки,B3 (Be Free),1.5,11,9
Мармелад,Lemon MarmaladeЛимонный мармелад,Tabu Team,4,9,8
Мармелад,Кислый мармелад,Leteam,3.2,9,7
Мармелад,JellyМармелад,Iskra,3.3,6,6
Мармелад,Bonpari Gummy ColaМармеладная кола,Tommy Gun,4,6,6
Мармелад,Jelly BearМармеладные мишки,Buta,3.7,6,6
Мармелад,Marmelady,Hype,3.2,4,4
Мармелад,Lemon MarmeladeЛимонный мармелад,Serbetli,3.9,4,4
Мармелад,French JellyФранцузское желе,Tangiers,3.2,4,
Мармелад,Raspberry mambaМалиновая мамба,Punk,4.7,3,
Мармелад,JelibonМармелад,Serbetli,3.5,3,
Мармелад,Berry MarmaladeЯгодный мармелад,Urban Soul,2,3,
Мармелад,Мармеладный,Энтузиаст,2.3,3,
Мармелад,Purple BunchВиноградный мармелад,Adalya,4.2,3,
Мармелад,LEMON MARMALADEЛимонный мармелад,Palitra,4.4,2,
Мармелад,Juicy ZestЛимонные дольки,Adalya,4,2,
Мармелад,White Gummi BearБелые мармеладные мишки,Azure,3.2,2,
Мармелад,White Gummy Bear,Social Smoke,3,2,
Мармелад,Мармеладные мишки,D-Gastro,3.1,2,
Мармелад,Lemon MarmaladeЛимонный мармелад,OLO,3.9,1,
Мармелад,Мармеладные мишки,Joys,1,1,
Мармелад,Мармеладные мишки x Time SmokeМармеладные мишки,Duft,3.5,1,
Мармелад,MarmaladeМармелад,ZR,4.5,1,
Мармелад,Кислый мармелад,Leteam,0,0,
Мармелад,M25 Мarmalade СolaМармеладная кола,Milano,0,0,
Мармелад,Мармеладные мишки,Joys,0,0,
Мармелад,Мармеладный мишка,Big Monster,0,0,
Мармелад,White Gummi Bear,Starry,0,0,
Мёд,Black HoneyЧерный мед,Black Burn,4.4,119,111
Мёд,Башкирский мёд,Догма,4.8,95,93
Мёд,Green QueenЗеленая королева,Хулиган,4.4,90,81
Мёд,Hard Green QueenЗеленая королева,Хулиган,4.5,66,63
Мёд,Honey DustХани Даст,DARKSIDE,4.4,59,51
Мёд,Холлс Лимон Мед,Nаш,4.3,55,49
Мёд,Honey HollsМедовый холлс,MUSTHAVE,4,47,42
Мёд,HoneycombФруктовый мед,Spectrum,4.2,44,41
Мёд,JumangoДжуманго,MUSTHAVE,3.8,37,36
Мёд,Сбитень,Nаш,4.4,37,34
Мёд,HoneyМёд,Chabacco,4.5,36,34
Мёд,Honey BerriesМедовые ягоды,Chabacco,3.8,34,32
Мёд,HoneyМед,Bonche,4.8,32,32
Мёд,Yuzu-honeyЮдзу-мёд,Sapphire Crown,4.1,36,31
Мёд,Chak-chakЧак-чак,Element,4.3,32,31
Мёд,Kazan teaКазанский чай,Spectrum,4.3,32,31
